key,english_source,current_telugu_translation,status,reviewer_notes
jobs.selection.applying,Applying…,దరఖాస్తు చేస్తోంది…,translated,
jobs.selection.apply_to_count,Apply to {{count}},{{count}} కు దరఖాస్తు చేయండి,translated,
jobs.swipe.title,Same-day swipe,ఈ రోజు స్వైప్,translated,
jobs.swipe.hint,Swipe right to express interest · left to skip · up to save,ఆసక్తి చూపించడానికి కుడివైపు స్వైప్ చేయండి · వదిలేయడానికి ఎడమవైపు · సేవ్ చేయడానికి పైకి,translated,
jobs.swipe.empty_eyebrow,THAT'S ALL,అంతే,translated,
jobs.swipe.empty_title,No more jobs today,ఈ రోజు ఇంకా ఉద్యోగాలు లేవు,translated,
jobs.swipe.empty_message,"Try the full list, or come back later — new urgent posts land throughout the day.",పూర్తి జాబితాను ప్రయత్నించండి లేదా తరువాత తిరిగి రండి — రోజంతా కొత్త అత్యవసర పోస్ట్‌లు వస్తాయి.,translated,
jobs.swipe.tap_for_details,Tap to see full details,పూర్తి వివరాలు చూడడానికి ట్యాప్ చేయండి,translated,
jobs.swipe.fallback_employer,Employer,యజమాని,translated,
jobs.swipe.overlay_interested,INTERESTED,ఆసక్తి,translated,
jobs.swipe.overlay_skip,SKIP,వదిలేయి,translated,
jobs.swipe.overlay_save,SAVE,సేవ్,translated,
jobs.swipe.entry_title,Same-day swipe,ఈరోజు స్వైప్,translated,
jobs.swipe.entry_subtitle,Swipe through today's urgent jobs,నేటి అత్యవసర పనులను స్వైప్ చేయండి,translated,
jobs.change_location,Change,మార్చు,translated,
jobs.no_jobs_in_place.title,No jobs in {{place}} yet,{{place}}లో ఇంకా ఉద్యోగాలు లేవు,translated,
jobs.no_jobs_in_place.message,"Try a wider distance, or get notified when a job opens here.","ఎక్కువ దూరాన్ని ప్రయత్నించండి, లేదా ఇక్కడ ఉద్యోగం తెరిచినప్పుడు తెలియజేయించుకోండి.",translated,
jobs.no_jobs_in_place.notify,Notify me,నాకు తెలియజేయి,translated,
jobs.clear_location,Clear location,స్థానాన్ని తొలగించు,translated,
jobs.hiring_requests_banner.title_one,{{count}} employer wants to hire you,{{count}} యజమాని మిమ్మల్ని నియమించుకోవాలనుకుంటున్నారు,translated,
jobs.hiring_requests_banner.title_other,{{count}} employers want to hire you,{{count}} మంది యజమానులు మిమ్మల్ని నియమించుకోవాలనుకుంటున్నారు,translated,
jobs.hiring_requests_banner.subtitle,Tap to view and respond,చూడటానికి మరియు స్పందించడానికి నొక్కండి,translated,
job_detail.report_wage_issue_cta,Report a wage issue,,MISSING — needs translation,
job_detail.apply_now,Apply Now,ఇప్పుడే దరఖాస్తు చేయండి,translated,
job_detail.applied,Applied ✓,దరఖాస్తు చేయబడింది ✓,translated,
job_detail.im_interested,✋ I'm interested,✋ నాకు ఆసక్తి ఉంది,translated,
job_detail.interest_sent,✓ Interest sent,✓ ఆసక్తి పంపబడింది,translated,
job_detail.sending,Sending…,పంపుతోంది…,translated,
job_detail.call_employer,📞 Call employer,📞 కాల్ చేయండి,translated,
job_detail.cover_letter,Cover letter,కవర్ లెటర్,translated,
job_detail.cover_letter_optional,optional,ఐచ్ఛికం,translated,
job_detail.cover_letter_hint,Tell the employer why you're the right person.,మీరు సరైన వ్యక్తి అని యజమానికి చెప్పండి.,translated,
job_detail.header_title,Job Details,ఉద్యోగ వివరాలు,translated,
job_detail.header.share_a11y,Share this job,ఈ ఉద్యోగాన్ని షేర్ చేయండి,translated,
job_detail.header.save_offline_a11y,Save for offline,ఆఫ్‌లైన్ కోసం సేవ్ చేయండి,translated,
job_detail.header.remove_offline_a11y,Remove from offline,ఆఫ్‌లైన్ నుండి తొలగించండి,translated,
job_detail.load_error.eyebrow,UNAVAILABLE,అందుబాటులో లేదు,translated,
job_detail.load_error.title,Couldn't load this job,ఈ ఉద్యోగాన్ని లోడ్ చేయలేకపోయాము,translated,
job_detail.load_error.message,"It may have been removed, or your connection dropped.",ఇది తొలగించబడి ఉండవచ్చు లేదా మీ కనెక్షన్ తెగిపోయింది.,translated,
job_detail.load_error.close,Close,మూసివేయి,translated,
job_detail.share.urgent_line,⚡ Urgent — start soon,⚡ అత్యవసరం — త్వరగా ప్రారంభించండి,translated,
job_detail.share.see_apply,See and apply on Doondo:,Doondo లో చూడండి మరియు దరఖాస్తు చేయండి:,translated,
job_detail.share.referral_bonus,"💰 If you get hired, I earn a ₹100 referral bonus.",💰 మీరు నియమించబడితే నేను ₹100 రెఫరల్ బోనస్ సంపాదిస్తాను.,translated,
job_detail.section.description,Job Description,ఉద్యోగ వివరణ,translated,
job_detail.section.requirements,Requirements,అవసరాలు,translated,
job_detail.cover_letter_field.placeholder,e.g. I have 4 years of office admin experience and I can start immediately. Comfortable with Tally and Excel.,ఉదా. నాకు 4 సంవత్సరాల ఆఫీస్ అడ్మిన్ అనుభవం ఉంది మరియు వెంటనే ప్రారంభించగలను. Tally మరియు Excel లో సౌకర్యవంతంగా ఉన్నాను.,translated,
job_detail.cover_letter_field.chars_remaining,{{n}} characters left,{{n}} అక్షరాలు మిగిలాయి,translated,
job_detail.work_mode.remote,Fully remote,పూర్తిగా రిమోట్,translated,
job_detail.work_mode.hybrid,Hybrid (some days at home),హైబ్రిడ్ (కొన్ని రోజులు ఇంటి నుండి),translated,
job_detail.urgent_pill,Urgent,అత్యవసరం,translated,
job_detail.project_pill,{{days}}-day project · {{start}} → {{end}},,MISSING — needs translation,
job_detail.applied_card.applied_sent_title,Application sent,దరఖాస్తు పంపబడింది,translated,
job_detail.applied_card.interest_sent_title,Interest sent,ఆసక్తి పంపబడింది,translated,
job_detail.applied_card.applied_sent_message,Track its status in the Applications tab.,Applications ట్యాబ్‌లో స్థితిని ట్రాక్ చేయండి.,translated,
job_detail.applied_card.interest_sent_message,You can call the employer now — they're expecting to hear from you.,మీరు ఇప్పుడు యజమానిని కాల్ చేయవచ్చు — వారు మీ కాల్ కోసం ఎదురుచూస్తున్నారు.,translated,
job_detail.applied_card.offline_queued_title,Saved on your phone,మీ ఫోన్‌లో సేవ్ చేయబడింది,translated,
job_detail.applied_card.offline_queued_message,You're offline right now. We've saved your application — it will be sent automatically the moment you're back online.,మీరు ప్రస్తుతం ఆఫ్‌లైన్‌లో ఉన్నారు. మేము మీ దరఖాస్తును సేవ్ చేశాం — ఇంటర్నెట్ రాగానే ఇది ఆటోమేటిక్‌గా పంపబడుతుంది.,translated,
job_detail.errors.already_applied,You already applied to this job.,మీరు ఇప్పటికే ఈ ఉద్యోగానికి దరఖాస్తు చేశారు.,translated,
