key,english_source,current_kannada_translation,status,reviewer_notes
settings.appearance_hint,The seeker side keeps its blue palette regardless — this affects employer screens and shared modals.,ಸೀಕರ್ ಕಡೆಯ ನೀಲಿ ಪ್ಯಾಲೆಟ್ ಬದಲಾಗದು — ಇದು ಉದ್ಯೋಗದಾತ ಸ್ಕ್ರೀನ್‌ಗಳ ಮೇಲೆ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ.,translated,
settings.safety,Safety,ಸುರಕ್ಷತೆ,translated,
settings.sos_label,Safety SOS,ಸುರಕ್ಷತಾ SOS,translated,
settings.sos_value,Set up emergency contact,ತುರ್ತು ಸಂಪರ್ಕ ಹೊಂದಿಸಿ,translated,
settings.sos_hint,One-tap help to a trusted contact if you ever feel unsafe at work.,ಕೆಲಸದಲ್ಲಿ ಅಸುರಕ್ಷಿತ ಭಾವಿಸಿದರೆ ಒಂದು ಟ್ಯಾಪ್‌ನಿಂದ ನಂಬಿಕಸ್ಥ ವ್ಯಕ್ತಿಗೆ ಸಹಾಯ ಕೇಳಿ.,translated,
settings.account,Account,ಖಾತೆ,translated,
settings.email,Email,ಇಮೇಲ್,translated,
settings.email_change_title,Change email,ಇಮೇಲ್ ಬದಲಾಯಿಸಿ,translated,
settings.email_change_body,Email changes require verification — coming soon.,ಇಮೇಲ್ ಬದಲಾವಣೆಗೆ ಪರಿಶೀಲನೆ ಬೇಕು — ಶೀಘ್ರವೇ ಬರಲಿದೆ.,translated,
settings.sign_out,Sign out,ಸೈನ್ ಔಟ್,translated,
settings.sign_out_confirm_title,Sign out?,ಸೈನ್ ಔಟ್ ಮಾಡಲೇ?,translated,
settings.sign_out_confirm_body,You'll need to sign in again to use Doondo.,Doondo ಬಳಸಲು ಮತ್ತೆ ಸೈನ್ ಇನ್ ಮಾಡಬೇಕಾಗುತ್ತದೆ.,translated,
settings.delete_account,Delete account,ಖಾತೆ ಅಳಿಸಿ,translated,
settings.delete_confirm_title,Delete your account?,ನಿಮ್ಮ ಖಾತೆಯನ್ನು ಅಳಿಸಲೇ?,translated,
settings.delete_confirm_body,"This is permanent — all your applications, ratings, and chats will be erased. We're still building the in-app delete; email support@doondo.app to delete your account today.","ಇದು ಶಾಶ್ವತ — ನಿಮ್ಮ ಎಲ್ಲಾ ಅರ್ಜಿಗಳು, ರೇಟಿಂಗ್‌ಗಳು ಮತ್ತು ಚಾಟ್‌ಗಳು ಅಳಿಸಿಹೋಗುತ್ತವೆ. ಪ್ರಸ್ತುತ support@doondo.app ಗೆ ಇಮೇಲ್ ಕಳುಹಿಸಿ.",translated,
settings.email_support,Email support,ಬೆಂಬಲಕ್ಕೆ ಇಮೇಲ್,translated,
settings.email_support_body,Send a delete request to support@doondo.app from the address on your account.,ನಿಮ್ಮ ಖಾತೆಯ ಇಮೇಲ್‌ನಿಂದ support@doondo.app ಗೆ ಖಾತೆ ಅಳಿಸುವ ವಿನಂತಿ ಕಳುಹಿಸಿ.,translated,
signup.header,Create account,ಖಾತೆ ರಚಿಸಿ,translated,
signup.title,Join Doondo,Doondo ಗೆ ಸೇರಿ,translated,
signup.name,Name,ಹೆಸರು,translated,
signup.name_for_worker,Worker's name,,MISSING — needs translation,
signup.email,Email,ಇಮೇಲ್,translated,
signup.password,Password,ಪಾಸ್‌ವರ್ಡ್,translated,
signup.phone,Phone,ಫೋನ್,translated,
signup.phone_for_worker,Worker's phone,,MISSING — needs translation,
signup.phone_helper,Used to reset your password if you forget it.,,MISSING — needs translation,
signup.phone_for_worker_helper,The worker's number — employers will call here.,,MISSING — needs translation,
signup.assisted_toggle_label,Setting this up for someone else?,,MISSING — needs translation,
signup.assisted_toggle_hint,Common for family members helping a worker who can't use the app alone.,,MISSING — needs translation,
signup.submit,Create account,ಖಾತೆ ರಚಿಸಿ,translated,
signup.submitting,Creating account…,,MISSING — needs translation,
jobs.greeting.still_up,STILL UP,ಇನ್ನೂ ಎಚ್ಚರ,translated,
jobs.greeting.good_morning,GOOD MORNING,ಶುಭೋದಯ,translated,
jobs.greeting.good_afternoon,GOOD AFTERNOON,ಶುಭ ಮಧ್ಯಾಹ್ನ,translated,
jobs.greeting.good_evening,GOOD EVENING,ಶುಭ ಸಂಜೆ,translated,
jobs.greeting.good_night,GOOD NIGHT,ಶುಭ ರಾತ್ರಿ,translated,
jobs.greeting.hello_named,"Hello, {{name}} ","ನಮಸ್ಕಾರ, {{name}} ",translated,
jobs.greeting.hello_there,Hello there ,ನಮಸ್ಕಾರ ,translated,
jobs.subtitle.find_gig,Find your next gig nearby.,ಹತ್ತಿರದಲ್ಲಿ ನಿಮ್ಮ ಮುಂದಿನ ಗಿಗ್ ಹುಡುಕಿ.,translated,
jobs.subtitle.within_km_of_you,Within {{km}} km of you,ನಿಮ್ಮ ಸುತ್ತಲಿನ {{km}} ಕಿಮೀ,translated,
jobs.subtitle.within_km_of_your_area,Within {{km}} km of your area,ನಿಮ್ಮ ಪ್ರದೇಶದ {{km}} ಕಿಮೀ ಒಳಗೆ,translated,
jobs.subtitle.demo_location,Demo location — turn on GPS to see your area,ಡೆಮೋ ಸ್ಥಳ — ನಿಮ್ಮ ಪ್ರದೇಶ ನೋಡಲು GPS ಆನ್ ಮಾಡಿ,translated,
jobs.subtitle.within_km_of_place,Within {{km}} km of {{place}},{{place}} ನಿಂದ {{km}} ಕಿಮೀ ಒಳಗೆ,translated,
jobs.job_count_one,{{count}} job,{{count}} ಕೆಲಸ,translated,
jobs.job_count_other,{{count}} jobs,{{count}} ಕೆಲಸಗಳು,translated,
jobs.view.list,List,ಪಟ್ಟಿ,translated,
jobs.view.map,Map,ನಕ್ಷೆ,translated,
jobs.search.placeholder,"Search by skill, title, company","ಕೌಶಲ, ಶೀರ್ಷಿಕೆ ಅಥವಾ ಕಂಪನಿ ಹುಡುಕಿ",translated,
jobs.sections.distance,DISTANCE,ದೂರ,translated,
jobs.sections.recommended_for_you,Recommended for you,ನಿಮಗಾಗಿ ಶಿಫಾರಸು,translated,
jobs.sections.see_all_arrow,See all →,ಎಲ್ಲ ನೋಡಿ →,translated,
jobs.filters.all,All,ಎಲ್ಲ,translated,
jobs.filters.women_safe_only,Women-safe only,ಮಹಿಳಾ ಸುರಕ್ಷಿತ ಮಾತ್ರ,translated,
jobs.km_chip,{{km}} km,{{km}} ಕಿಮೀ,translated,
jobs.empty.eyebrow,QUIET HERE,ಇಲ್ಲಿ ಶಾಂತ,translated,
jobs.empty.title,No jobs in this radius yet,ಈ ವ್ಯಾಪ್ತಿಯಲ್ಲಿ ಇನ್ನೂ ಕೆಲಸಗಳಿಲ್ಲ,translated,
jobs.empty.message,Try widening the area or check back in a bit — new posts land throughout the day.,ವ್ಯಾಪ್ತಿ ಹೆಚ್ಚಿಸಿ ಪ್ರಯತ್ನಿಸಿ ಅಥವಾ ಸ್ವಲ್ಪ ಸಮಯದ ನಂತರ ಮತ್ತೆ ಪರಿಶೀಲಿಸಿ — ದಿನವಿಡೀ ಹೊಸ ಪೋಸ್ಟ್‌ಗಳು ಬರುತ್ತವೆ.,translated,
jobs.apply_alert.title,Applied,ಅರ್ಜಿ ಸಲ್ಲಿಸಲಾಗಿದೆ,translated,
jobs.apply_alert.couldnt_apply_title,Couldn't apply,ಅರ್ಜಿ ಸಲ್ಲಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ,translated,
jobs.apply_alert.please_try_again,Please try again.,ದಯವಿಟ್ಟು ಮತ್ತೊಮ್ಮೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
jobs.mass_apply.applied_one,{{count}} application sent.,{{count}} ಅರ್ಜಿ ಕಳುಹಿಸಲಾಗಿದೆ.,translated,
jobs.mass_apply.applied_other,{{count}} applications sent.,{{count}} ಅರ್ಜಿಗಳು ಕಳುಹಿಸಲಾಗಿದೆ.,translated,
jobs.mass_apply.already_one,{{count}} you'd already applied to.,{{count}} ಗೆ ನೀವು ಈಗಾಗಲೇ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದೀರಿ.,translated,
jobs.mass_apply.already_other,{{count}} you'd already applied to.,{{count}} ಗಳಿಗೆ ನೀವು ಈಗಾಗಲೇ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದೀರಿ.,translated,
jobs.mass_apply.closed_one,{{count}} closed before we could send.,ಕಳುಹಿಸುವ ಮೊದಲು {{count}} ಮುಚ್ಚಲಾಗಿತ್ತು.,translated,
jobs.mass_apply.closed_other,{{count}} closed before we could send.,ಕಳುಹಿಸುವ ಮೊದಲು {{count}} ಮುಚ್ಚಲಾಗಿತ್ತು.,translated,
jobs.mass_apply.missing_one,{{count}} no longer available.,{{count}} ಇನ್ನು ಲಭ್ಯವಿಲ್ಲ.,translated,
jobs.mass_apply.missing_other,{{count}} no longer available.,{{count}} ಇನ್ನು ಲಭ್ಯವಿಲ್ಲ.,translated,
jobs.mass_apply.failed_one,{{count}} couldn't be sent — please try again.,{{count}} ಕಳುಹಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ — ದಯವಿಟ್ಟು ಮತ್ತೊಮ್ಮೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
jobs.mass_apply.failed_other,{{count}} couldn't be sent — please try again.,{{count}} ಕಳುಹಿಸಲು ಸಾಧ್ಯವಾಗಲಿಲ್ಲ — ದಯವಿಟ್ಟು ಮತ್ತೊಮ್ಮೆ ಪ್ರಯತ್ನಿಸಿ.,translated,
jobs.mass_apply.none_sent,No applications sent.,ಯಾವುದೇ ಅರ್ಜಿಗಳು ಕಳುಹಿಸಲ್ಪಡಲಿಲ್ಲ.,translated,
jobs.card.urgent,Urgent,ತುರ್ತು,translated,
jobs.card.women_safe,Women-safe,ಮಹಿಳಾ ಸುರಕ್ಷಿತ,translated,
jobs.card.verified,Verified,ಪರಿಶೀಲಿತ,translated,
jobs.card.default_employer,Doondo Employer,Doondo ಉದ್ಯೋಗದಾತ,translated,
jobs.card.time.just_now,just now,ಈಗ,translated,
jobs.card.time.minutes_ago,{{m}}m ago,{{m}} ನಿಮಿಷ ಮುಂಚೆ,translated,
jobs.card.time.hours_ago,{{h}}h ago,{{h}} ಗಂಟೆ ಮುಂಚೆ,translated,
jobs.card.time.days_ago,{{d}}d ago,{{d}} ದಿನ ಮುಂಚೆ,translated,
jobs.selection.cancel,Cancel,ರದ್ದು,translated,
jobs.selection.count_selected,{{count}} selected,{{count}} ಆಯ್ಕೆಯಾಗಿದೆ,translated,
jobs.selection.long_press_hint,Long-press to add or remove,ಸೇರಿಸಲು ಅಥವಾ ತೆಗೆಯಲು ಹಿಡಿಯಿರಿ,translated,
jobs.selection.applying,Applying…,ಅರ್ಜಿ ಸಲ್ಲಿಸಲಾಗುತ್ತಿದೆ…,translated,
jobs.selection.apply_to_count,Apply to {{count}},{{count}} ಗೆ ಅರ್ಜಿ ಸಲ್ಲಿಸಿ,translated,
jobs.swipe.title,Same-day swipe,ಇಂದಿನ ಸ್ವೈಪ್,translated,
jobs.swipe.hint,Swipe right to express interest · left to skip · up to save,ಆಸಕ್ತಿ ತೋರಿಸಲು ಬಲಕ್ಕೆ ಸ್ವೈಪ್ ಮಾಡಿ · ಬಿಡಲು ಎಡಕ್ಕೆ · ಉಳಿಸಲು ಮೇಲಕ್ಕೆ,translated,
jobs.swipe.empty_eyebrow,THAT'S ALL,ಅಷ್ಟೇ,translated,
jobs.swipe.empty_title,No more jobs today,ಇಂದು ಇನ್ನು ಯಾವುದೇ ಕೆಲಸಗಳಿಲ್ಲ,translated,
jobs.swipe.empty_message,"Try the full list, or come back later — new urgent posts land throughout the day.",ಪೂರ್ಣ ಪಟ್ಟಿ ಪ್ರಯತ್ನಿಸಿ ಅಥವಾ ನಂತರ ಬನ್ನಿ — ದಿನವಿಡೀ ಹೊಸ ತುರ್ತು ಪೋಸ್ಟ್‌ಗಳು ಬರುತ್ತವೆ.,translated,
jobs.swipe.tap_for_details,Tap to see full details,ಪೂರ್ಣ ವಿವರಗಳಿಗಾಗಿ ಟ್ಯಾಪ್ ಮಾಡಿ,translated,
jobs.swipe.fallback_employer,Employer,ಉದ್ಯೋಗದಾತ,translated,
jobs.swipe.overlay_interested,INTERESTED,ಆಸಕ್ತಿ,translated,
jobs.swipe.overlay_skip,SKIP,ಬಿಡಿ,translated,
jobs.swipe.overlay_save,SAVE,ಉಳಿಸಿ,translated,
jobs.swipe.entry_title,Same-day swipe,ಅದೇ ದಿನದ ಸ್ವೈಪ್,translated,
jobs.swipe.entry_subtitle,Swipe through today's urgent jobs,ಇಂದಿನ ತುರ್ತು ಕೆಲಸಗಳನ್ನು ಸ್ವೈಪ್ ಮಾಡಿ,translated,
jobs.change_location,Change,ಬದಲಾಯಿಸಿ,translated,
jobs.no_jobs_in_place.title,No jobs in {{place}} yet,{{place}} ನಲ್ಲಿ ಇನ್ನೂ ಯಾವುದೇ ಕೆಲಸವಿಲ್ಲ,translated,
jobs.no_jobs_in_place.message,"Try a wider distance, or get notified when a job opens here.","ಹೆಚ್ಚಿನ ದೂರವನ್ನು ಪ್ರಯತ್ನಿಸಿ, ಅಥವಾ ಇಲ್ಲಿ ಕೆಲಸ ತೆರೆದಾಗ ಸೂಚನೆ ಪಡೆಯಿರಿ.",translated,
jobs.no_jobs_in_place.notify,Notify me,ನನಗೆ ತಿಳಿಸಿ,translated,
jobs.clear_location,Clear location,ಸ್ಥಳವನ್ನು ತೆರವುಗೊಳಿಸಿ,translated,
jobs.hiring_requests_banner.title_one,{{count}} employer wants to hire you,{{count}} ಉದ್ಯೋಗದಾತ ನಿಮ್ಮನ್ನು ನೇಮಿಸಿಕೊಳ್ಳಲು ಬಯಸುತ್ತಾರೆ,translated,
jobs.hiring_requests_banner.title_other,{{count}} employers want to hire you,{{count}} ಉದ್ಯೋಗದಾತರು ನಿಮ್ಮನ್ನು ನೇಮಿಸಿಕೊಳ್ಳಲು ಬಯಸುತ್ತಾರೆ,translated,
jobs.hiring_requests_banner.subtitle,Tap to view and respond,ನೋಡಲು ಮತ್ತು ಪ್ರತಿಕ್ರಿಯಿಸಲು ಟ್ಯಾಪ್ ಮಾಡಿ,translated,
job_detail.report_wage_issue_cta,Report a wage issue,,MISSING — needs translation,
job_detail.apply_now,Apply Now,ಈಗ ಅರ್ಜಿ ಸಲ್ಲಿಸಿ,translated,
job_detail.applied,Applied ✓,ಅರ್ಜಿ ಸಲ್ಲಿಸಲಾಗಿದೆ ✓,translated,
job_detail.im_interested,✋ I'm interested,✋ ನನಗೆ ಆಸಕ್ತಿ ಇದೆ,translated,
job_detail.interest_sent,✓ Interest sent,✓ ಆಸಕ್ತಿ ಕಳುಹಿಸಲಾಗಿದೆ,translated,
job_detail.sending,Sending…,ಕಳುಹಿಸಲಾಗುತ್ತಿದೆ…,translated,
job_detail.call_employer,📞 Call employer,📞 ಉದ್ಯೋಗದಾತರಿಗೆ ಕರೆ,translated,
job_detail.cover_letter,Cover letter,ಕವರ್ ಲೆಟರ್,translated,
job_detail.cover_letter_optional,optional,ಐಚ್ಛಿಕ,translated,
job_detail.cover_letter_hint,Tell the employer why you're the right person.,ನೀವೇ ಸರಿಯಾದ ವ್ಯಕ್ತಿ ಎಂದು ಉದ್ಯೋಗದಾತರಿಗೆ ತಿಳಿಸಿ.,translated,
job_detail.header_title,Job Details,ಕೆಲಸದ ವಿವರಗಳು,translated,
job_detail.header.share_a11y,Share this job,ಈ ಕೆಲಸವನ್ನು ಹಂಚಿಕೊಳ್ಳಿ,translated,
job_detail.header.save_offline_a11y,Save for offline,ಆಫ್‌ಲೈನ್‌ಗಾಗಿ ಉಳಿಸಿ,translated,
job_detail.header.remove_offline_a11y,Remove from offline,ಆಫ್‌ಲೈನ್‌ನಿಂದ ತೆಗೆಯಿರಿ,translated,
job_detail.load_error.eyebrow,UNAVAILABLE,ಲಭ್ಯವಿಲ್ಲ,translated,
job_detail.load_error.title,Couldn't load this job,ಈ ಕೆಲಸ ಲೋಡ್ ಆಗಲಿಲ್ಲ,translated,
job_detail.load_error.message,"It may have been removed, or your connection dropped.",ಇದನ್ನು ತೆಗೆದುಹಾಕಿರಬಹುದು ಅಥವಾ ನಿಮ್ಮ ಸಂಪರ್ಕ ಕಡಿತಗೊಂಡಿರಬಹುದು.,translated,
job_detail.load_error.close,Close,ಮುಚ್ಚಿ,translated,
job_detail.share.urgent_line,⚡ Urgent — start soon,⚡ ತುರ್ತು — ಶೀಘ್ರ ಆರಂಭ,translated,
job_detail.share.see_apply,See and apply on Doondo:,Doondo ನಲ್ಲಿ ನೋಡಿ ಮತ್ತು ಅರ್ಜಿ ಸಲ್ಲಿಸಿ:,translated,
job_detail.share.referral_bonus,"💰 If you get hired, I earn a ₹100 referral bonus.",💰 ನೀವು ನೇಮಕವಾದರೆ ನಾನು ₹100 ರೆಫರಲ್ ಬೋನಸ್ ಗಳಿಸುತ್ತೇನೆ.,translated,
job_detail.section.description,Job Description,ಕೆಲಸದ ವಿವರಣೆ,translated,
job_detail.section.requirements,Requirements,ಅವಶ್ಯಕತೆಗಳು,translated,
job_detail.cover_letter_field.placeholder,e.g. I have 4 years of office admin experience and I can start immediately. Comfortable with Tally and Excel.,ಉದಾ. ನನಗೆ 4 ವರ್ಷಗಳ ಆಫೀಸ್ ಅಡ್ಮಿನ್ ಅನುಭವವಿದೆ ಮತ್ತು ತಕ್ಷಣ ಆರಂಭಿಸಬಲ್ಲೆ. Tally ಮತ್ತು Excel ಬಗ್ಗೆ ಆರಾಮವಾಗಿದ್ದೇನೆ.,translated,
job_detail.cover_letter_field.chars_remaining,{{n}} characters left,{{n}} ಅಕ್ಷರಗಳು ಬಾಕಿ,translated,
job_detail.work_mode.remote,Fully remote,ಪೂರ್ಣ ರಿಮೋಟ್,translated,
job_detail.work_mode.hybrid,Hybrid (some days at home),ಹೈಬ್ರಿಡ್ (ಕೆಲವು ದಿನ ಮನೆಯಿಂದ),translated,
job_detail.urgent_pill,Urgent,ತುರ್ತು,translated,
job_detail.project_pill,{{days}}-day project · {{start}} → {{end}},,MISSING — needs translation,
job_detail.applied_card.applied_sent_title,Application sent,ಅರ್ಜಿ ಕಳುಹಿಸಲಾಗಿದೆ,translated,
job_detail.applied_card.interest_sent_title,Interest sent,ಆಸಕ್ತಿ ಕಳುಹಿಸಲಾಗಿದೆ,translated,
job_detail.applied_card.applied_sent_message,Track its status in the Applications tab.,Applications ಟ್ಯಾಬ್‌ನಲ್ಲಿ ಸ್ಥಿತಿ ಟ್ರ್ಯಾಕ್ ಮಾಡಿ.,translated,
job_detail.applied_card.interest_sent_message,You can call the employer now — they're expecting to hear from you.,ಈಗ ಉದ್ಯೋಗದಾತರಿಗೆ ಕರೆ ಮಾಡಬಹುದು — ಅವರು ನಿಮ್ಮ ಕರೆಗಾಗಿ ಕಾಯುತ್ತಿದ್ದಾರೆ.,translated,
job_detail.applied_card.offline_queued_title,Saved on your phone,ನಿಮ್ಮ ಫೋನ್‌ನಲ್ಲಿ ಉಳಿಸಲಾಗಿದೆ,translated,
job_detail.applied_card.offline_queued_message,You're offline right now. We've saved your application — it will be sent automatically the moment you're back online.,ನೀವು ಈಗ ಆಫ್‌ಲೈನ್‌ನಲ್ಲಿದ್ದೀರಿ. ನಾವು ನಿಮ್ಮ ಅರ್ಜಿಯನ್ನು ಉಳಿಸಿದ್ದೇವೆ — ಇಂಟರ್ನೆಟ್ ಬಂದ ತಕ್ಷಣ ಇದು ಸ್ವಯಂಚಾಲಿತವಾಗಿ ಕಳುಹಿಸಲ್ಪಡುತ್ತದೆ.,translated,
job_detail.errors.already_applied,You already applied to this job.,ನೀವು ಈ ಕೆಲಸಕ್ಕೆ ಈಗಾಗಲೇ ಅರ್ಜಿ ಸಲ್ಲಿಸಿದ್ದೀರಿ.,translated,
job_detail.errors.already_interested,You've already shown interest in this job.,ನೀವು ಈ ಕೆಲಸದಲ್ಲಿ ಈಗಾಗಲೇ ಆಸಕ್ತಿ ತೋರಿಸಿದ್ದೀರಿ.,translated,
job_detail.errors.job_not_open,This job is no longer accepting applications.,ಈ ಕೆಲಸ ಇನ್ನು ಅರ್ಜಿಗಳನ್ನು ಸ್ವೀಕರಿಸುತ್ತಿಲ್ಲ.,translated,
job_detail.errors.generic,Something went wrong.,ಏನೋ ತಪ್ಪಾಯಿತು.,translated,
job_detail.cta_a11y.apply_now,Apply Now,ಈಗ ಅರ್ಜಿ ಸಲ್ಲಿಸಿ,translated,
job_detail.cta_a11y.im_interested,I'm interested,ನನಗೆ ಆಸಕ್ತಿ ಇದೆ,translated,
job_detail.save.save_a11y,Save job,ಕೆಲಸ ಉಳಿಸಿ,translated,
job_detail.save.unsave_a11y,Unsave job,ಕೆಲಸ ಉಳಿಸುವುದನ್ನು ರದ್ದುಮಾಡಿ,translated,
